UUID,NAME,DATA_TYPE,LOINC,NEW_LOINC
161441AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Urine leukocyte esterase test,Coded,5799-2,false
161442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Urine ketone test,Coded,22702-5,false
161447AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Stool microscopy with concentration,Text,10701-1,false
161448AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Kinyoun's stain for coccidians,Text,654-4,false
161453AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Microscopy of KOH mount,Text,667-6,false
161454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Gram stain,Text,664-3,false
161455AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Vaginal fluid pH test,Numeric,48037-6,false
161456AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Vaginal fluid whiff test,Coded,46730-8,false
161470AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Rheumatoid factor,Coded,11572-5,false
161481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Prothrombin time,Numeric,5902-2,true
161482AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,International normalized ratio,Numeric,34714-6,false
161484AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Pus culture and sensitivity,Text,634-6,true
161489AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Follicle stimulating hormone test,Numeric,1477-9,false
161490AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Leutinizing hormone test,Numeric,10501-5,false
161500AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,C-reactive protein,Numeric,1988-5,false
161503AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Tri-iodothyronine test,Numeric,3053-6,false
161504AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Thyroxine test,Numeric,14921-1,false
161505AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Thyroid stimulating hormone test,Numeric,14297-6,false
161511AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Serum ferritin,Numeric,2276-4,false
161516AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Serum prolactin,Numeric,12231-7,false
161522AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Toxoplasma IgG,Coded,13286-0,false
161523AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Toxoplasma IgM,Coded,8040-8,false
162096AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Urine dipstick for blood,Coded,5794-3,true
162101AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Urine turbidity,Coded,5767-9,true
162106AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Urine color,Coded,5778-6,true
163001AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Indirect bilirubin in serum or plasma,Numeric,14630-8,false
163348AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Helicobacter pylori Antigen Test in Stool,Coded,31843-6,false
163426AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,"Combined % of monocytes, eosinophils and basophils",Numeric,32155-4,true
163427AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Activated clotting time in blood by coagulation assay,Numeric,3184-9,false
163428AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Factor VIII assay test,Numeric,21001-3,false
163429AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Factor IX assay test,Numeric,3187-2,true
163430AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Heparin test,Numeric,13055-9,false
163431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Functional Antithrombin III (antigen),Numeric,1868-9,false
163432AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Functional Antithrombin III (active),Numeric,27812-7,false
163435AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Vitamin B12 level test,Numeric,16695-9,false
163437AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Alpha 1 globulin level,Numeric,2865-4,false
163438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Alpha 2 globulin level,Numeric,2868-8,false
163439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Beta globulin level,Numeric,2871-2,false
163442AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Gamma globulin level,Numeric,2874-6,false
163443AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Acid phosphatase blood test,Numeric,1711-1,false
163592AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Serum lithium,Numeric,14334-7,true
163593AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,mean blood glucose,Numeric,27353-2,false
163594AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Glucose tolerance test,Numeric,6689-4,true
163595AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,partial pressure of carbon dioxide in arterial blood,Numeric,2019-8,false
163596AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,bicarbonate in arterial blood,Numeric,1960-4,false
163597AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Oxygen saturation in Arterial blood,Numeric,2708-6,false
163598AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,partial pressure of oxygen in arterial blood,Numeric,2703-7,false
163599AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Base excess in Arterial blood by calculation,Numeric,1925-7,false
163600AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Complement component 3,Numeric,4485-9,false
163601AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Complement component 4,Numeric,48731-4,false
163603AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Stool culture (bacterial),Text,625-4,false
163604AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Red blood cells in microscopy of saline mount,Coded,0000-001,true
163605AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,White blood cells in microscopy of saline mount,Coded,0000-002,true
163610AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Human immunodeficiency virus (HIV) genotype susceptibility test,Text,48558-1,false
163614AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Heterophile Ab presence in serum test,Coded,31418-7,false
163615AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Lupus erythematosus cells presence in blood test,Coded,13507-9,false
163620AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Helicobacter Pylori Ab presence in serum by immunofluorescence test,Coded,22310-7,false
163626AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Treponema pallidum Ab presence in serum by immunofluorescence test,Coded,5393-4,false
163627AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Human T-lymphotropic virus (HTLV) 1+2 Ab presence in serum by immunoassay test,Coded,29901-6,false
163629AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Estrogen in 24 hour urine test,Numeric,25402-9,false
163630AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Tuberculin skin test (qualitative),Coded,55420-4,true
163632AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Dengue virus Ab presence in unspecified specimen test,Coded,31343-7,false
163633AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cryptosporidium parvum identified in stool test,Text,40958-1,false
163634AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Leukocytes presence in stool by methylene blue stain test,Text,42327-7,false
163640AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Appearance of stool,Coded,29636-8,false
163641AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Color of stool,Coded,9397-1,false
163645AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Bacteria in microscopy of saline mount,Coded,32763-5,false
163646AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Simple yeast in microscopy of saline mount,Coded,32765-0,false
163647AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Budding yeast in microscopy of saline mount,Coded,32765-0,false
163648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Trichomonas vaginalis in microscopy of saline mount,Coded,664-9,true
163649AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Hyphae in microscopy of saline mount,Coded,0000-003,true
163650AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Epithelial cells in microscopy of saline mount,Coded,32762-7,false
163651AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Trichomonas hominis in microscopy of saline mount,Coded,0000-004,true
163653AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Rivalta test to differentiate transudates from exudates,Coded,0000-005,true
163654AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Cholera rapid antigen test,Coded,0000-006,true
163657AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Semen color,Coded,10569-2,false
163658AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Liquefaction [time] in semen,Numeric,10580-9,false
163659AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Semen fructose level,Numeric,2295-4,false
163660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Semen volume,Numeric,3160-9,false
163661AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,sperm count,Numeric,72517-6,false
163662AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Percentage of normal spermatozoa in semen,Numeric,9704-8,false
